date,value
1991.6781609195402, 390.1403878213565
1991.8793103448277, 412.28546986048957
1992.1954022988507, 439.7784504694218
1992.4540229885058, 464.21580240414147
1993.1436781609195, 502.4100640519435
1993.8333333333335, 516.940203562341
1994.6954022988507, 523.843335965605
1995.7298850574714, 527.6996139334913
1996.9655172413793, 530.800210581732
1998.057471264368, 532.3686057734492
1998.4597701149426, 531.6206019127841
